animeID, name, title_english, title_japanese, title_synonyms, type, source, producers, genre, studio, episodes, status, airing, aired, duration, rating, score, scored_by, rank, popularity, members, favorites, synopsis, background, premiered, broadcast, related
935,Witchblade,Witchblade,???????????,[],TV,Other,"['GDH', 'SKY Perfect Well Think', 'Sotsu Music Publishing']","['Action', 'Sci-Fi', 'Super Power']",['Gonzo'],24,Finished Airing,FALSE,"{'from': '2006-04-06T00:00:00+00:00', 'to': '2006-09-21T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2006}, 'to': {'day': 21, 'month': 9, 'year': 2006}}, 'string': 'Apr 6, 2006 to Sep 21, 2006'}",24 min per ep,R - 17+ (violence & profanity),7.35,34116,2296,1136,81635,523,"Masane Amaha and her daughter Rihoko are on the run from a government child welfare agency that wants to take Rihoko away from her mother. They are caught and Rihoko is taken away. Meanwhile, Masane is attacked by an advanced weapon that can disguise itself as a human being. When faced with the danger, a strange light emits from her wrist and she transforms into a powerful being. She destroys the weapon and consequently becomes involved in a power struggle between powerful organizations, with her at the center of their attention. Because she holds the greatest power of them all, the legendary Witchblade. (Source: AniDB)","Witchblade is based on the American comic book series of the same name. Although it is set in the same universe, the story and characters are entirely new.",Spring 2006,Thursdays at 01:45 (JST),"{'Adaptation': [{'mal_id': 1899, 'type': 'manga', 'name': 'Witchblade', 'url': 'https://myanimelist.net/manga/1899/Witchblade'}]}"
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Naruto the Movie 2: Legend of the Stone of Gelel,?????? PREMIUM COLLECTION,"['Naruto THE Movie vol.2', 'Naruto Movie 2', 'Gekijouban Naruto']",Movie,Manga,['Bandai'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']",['Studio Pierrot'],1,Finished Airing,FALSE,"{'from': '2005-08-06T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 6, 2005'}",1 hr 37 min,PG-13 - Teens 13 or older,6.98,78246,3741,750,128258,160,"Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff. Furthermore, Shikamaru, having been left behind, beholds a giant moving fortress as it appears before his very eyes. In order to get a grasp on the situation, he infiltrates the fortress by himself, however once there he witnesses a frightening sight... (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 96763, 'type': 'manga', 'name': 'Naruto: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!', 'url': 'https://myanimelist.net/manga/96763/Naruto__Dai_Gekitotsu_Maboroshi_no_Chiteiiseki_Dattebayo'}], 'Parent story': [{'mal_id': 20, 'type': 'anime', 'name': 'Naruto', 'url': 'https://myanimelist.net/anime/20/Naruto'}]}"
937,Appleseed,,???????,[],OVA,Manga,"['Bandai Visual', 'TBS', 'Movic', 'Tohokushinsha Film Corporation']","['Action', 'Sci-Fi', 'Adventure', 'Police', 'Mecha']",['Gainax'],1,Finished Airing,FALSE,"{'from': '1988-04-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 21, 1988'}",1 hr 6 min,PG-13 - Teens 13 or older,6.72,9918,4790,2842,20670,37,"Appleseed takes place in the aftermath of World War III, where the General Management Control Office has constructed the experimental city known as Olympus. Built to be a paradise on Earth, Olympus is inhabited by humans, cyborgs, and bioroids (genetically engineered humans designed for increased physical capabilities and decreased emotional capabilities). Bioroids run and control all of the administrative functions of Olympus, ensuring that the city remains the utopian society it was meant to be for all of its citizens. But for some people living in Utopia, the city has become less of a home and more of a cage. Police officer Calon Mautholos has grown to despise Olympus following his wife's suicide, blaming her death on the lack of creative freedom caused by the rules binding the citizens of the city. As his hatred for the city grows, Calon conspires with the terrorist A.J. Sebastian to destroy the Legislature of the Central Management Bureau to send the rules of Olympus that killed his wife tumbling down. But when Calon discovers it is not political malcontent, but rather hatred for bioroids that motives Sebastian, Calon turns renegade and gains the attention of city officials. Deunan Knute and her partner Briareos of the ESWAT counter-terrorism unit are dispatched to hunt down and stop Calon and Sebastian... by any means necessary!","The OVA has an almost completely original storyline, only sharing some of the characters and the setting with the source material.",,,"{'Adaptation': [{'mal_id': 668, 'type': 'manga', 'name': 'Appleseed', 'url': 'https://myanimelist.net/manga/668/Appleseed'}], 'Alternative version': [{'mal_id': 54, 'type': 'anime', 'name': 'Appleseed (Movie)', 'url': 'https://myanimelist.net/anime/54/Appleseed_Movie'}, {'mal_id': 22677, 'type': 'anime', 'name': 'Appleseed Alpha', 'url': 'https://myanimelist.net/anime/22677/Appleseed_Alpha'}], 'Other': [{'mal_id': 9737, 'type': 'anime', 'name': 'Appleseed XIII', 'url': 'https://myanimelist.net/anime/9737/Appleseed_XIII'}]}"
938,Shin Getter Robo tai Neo Getter Robo,Shin Getter Robo vs. Neo Getter Robo,?????!,['True Getter Robo vs. Neo Getter Robo'],OVA,Unknown,"['Bandai Visual', 'Bee Media', 'Dynamic Planning']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']",[],4,Finished Airing,FALSE,"{'from': '2000-12-21T00:00:00+00:00', 'to': '2001-06-25T00:00:00+00:00', 'prop': {'from': {'day': 21, 'month': 12, 'year': 2000}, 'to': {'day': 25, 'month': 6, 'year': 2001}}, 'string': 'Dec 21, 2000 to Jun 25, 2001'}",27 min per ep,PG-13 - Teens 13 or older,7.15,1678,3097,6291,3189,11,"Years after the defeat of the Reptilian Empire, Getter Team has begun training on a new super robot, Neo Getter Robo. But a surprise attack from the Empire's revived leader forces them to recruit a street fighter named Go Ichimonji as Getter One's pilot. Faced with an enormously powerful foe, the new team's only hope for victory may lie in the resurrection of the lost weapon of humanity, Shin Getter Robo. (Source: ANN)",,,,"{'Adaptation': [{'mal_id': 1551, 'type': 'manga', 'name': 'Getter Robo', 'url': 'https://myanimelist.net/manga/1551/Getter_Robo'}, {'mal_id': 10447, 'type': 'manga', 'name': 'Getter Robo Go', 'url': 'https://myanimelist.net/manga/10447/Getter_Robo_Go'}], 'Alternative version': [{'mal_id': 5292, 'type': 'anime', 'name': 'Getter Robo Go', 'url': 'https://myanimelist.net/anime/5292/Getter_Robo_Go'}], 'Other': [{'mal_id': 12885, 'type': 'anime', 'name': 'Dynamic Super Robots Soushingekki', 'url': 'https://myanimelist.net/anime/12885/Dynamic_Super_Robots_Soushingekki'}]}"
940,Inukami!,,?????????????!!??????????,['Dog Gods!'],TV,Light novel,"['Starchild Records', 'Yomiuri Advertising', 'ASCII Media Works']","['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']",['Seven Arcs'],26,Finished Airing,FALSE,"{'from': '2006-04-06T00:00:00+00:00', 'to': '2006-09-28T00:00:00+00:00', 'prop': {'from': {'day': 6, 'month': 4, 'year': 2006}, 'to': {'day': 28, 'month': 9, 'year': 2006}}, 'string': 'Apr 6, 2006 to Sep 28, 2006'}",23 min per ep,PG-13 - Teens 13 or older,7.34,23583,2312,1538,56224,218,"Kawahira Keita is a descendant of a historic Inukami tamer family; however, because he lacked in its ability, he was forsaken by the family. One day, an Inukami named Youko came. She looked graceful, obedient, above all, beautiful. Soon he contracted with her, and she paid homage to him. However, she was a problematic Inukami that no one had been able to control. This is a slap stick comedy of an Inukami Tamer, Keita and an Inukami, Youko. Keita is a man of worldly passions, and he likes money and girls very much. On the other hand, Youko likes to destroy things and is very jealous. (Source: AnimeNfo)",,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 22504, 'type': 'manga', 'name': 'Inukami!', 'url': 'https://myanimelist.net/manga/22504/Inukami'}], 'Side story': [{'mal_id': 2132, 'type': 'anime', 'name': 'Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!', 'url': 'https://myanimelist.net/anime/2132/Inukami_The_Movie__Tokumei_Reiteki_Sousakan_Karina_Shirou'}], 'Character': [{'mal_id': 6628, 'type': 'anime', 'name': 'Dengeki Bunko 2007 Movie Festival Special', 'url': 'https://myanimelist.net/anime/6628/Dengeki_Bunko_2007_Movie_Festival_Special'}]}"
941,Renkin San-kyuu Magical? Pokaan,,??,"['Magipoka', 'Renkin Sankyu Magical? Pokan', 'Renkin 3-kyuu Magical? Pokan']",TV,Original,"['Genco', 'Lantis', 'Media Factory']","['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']",['Remic'],12,Finished Airing,FALSE,"{'from': '2006-04-04T00:00:00+00:00', 'to': '2006-06-20T00:00:00+00:00', 'prop': {'from': {'day': 4, 'month': 4, 'year': 2006}, 'to': {'day': 20, 'month': 6, 'year': 2006}}, 'string': 'Apr 4, 2006 to Jun 20, 2006'}",24 min per ep,R+ - Mild Nudity,7.06,7482,3445,2686,22972,102,"Renkin San-kyuu Magical? Pokaan follows the daily lives of four young girls. There is just one catch: they are anything but normal. This group of friends—the energetic werewolf Liru, the joyful witch-in-training Uma, the motherly android Aiko, and the seductive vampire Pachira—are actually princesses from the netherworld who have traveled to the human world in search of a new home. Unfortunately, their naivety and severe lack of knowledge make living peacefully among earthlings much more difficult than they imagined. As they attempt to adapt to their brand new lifestyle, they cause all sorts of trouble, and end up attracting the unwanted attention of a woman by the name of Dr. K-Ko. The scientist believes that these new residents of Earth are up to no good and attempts to capture the girls to prove the existence of the supernatural and gain credibility with the scientific community. Every day brings a new adventure as the girls deal with the insanity of her antics and all that the human realm has to offer. [Written by MAL Rewrite]",,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 91629, 'type': 'manga', 'name': 'Renkin 3-kyuu Magical? Poka~n', 'url': 'https://myanimelist.net/manga/91629/Renkin_3-kyuu_Magical_Pokan'}], 'Side story': [{'mal_id': 1489, 'type': 'anime', 'name': 'Renkin San-kyuu Magical? Pokaan Specials', 'url': 'https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials'}]}"
942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,???? ??,['Nishi no Yoki Majo'],TV,Light novel,"['Geneon Universal Entertainment', 'Mellow Head', 'Imagica', 'Mag Garden', 'Tablier Communications', 'On The Run']","['Mystery', 'Comedy', 'Drama', 'Romance', 'Fantasy']",['Hal Film Maker'],13,Finished Airing,FALSE,"{'from': '2006-04-08T00:00:00+00:00', 'to': '2006-07-01T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2006}, 'to': {'day': 1, 'month': 7, 'year': 2006}}, 'string': 'Apr 8, 2006 to Jul 1, 2006'}",24 min per ep,PG-13 - Teens 13 or older,6.86,4582,4178,3491,13613,44,"On Filiel's 15th birthday, she received her mother's necklace as a memento from her obstinate astronomer father. Her common and tedious life was turned into a life of conspiracies. With her new life, many adventures await. (Source: ANN)",,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 21387, 'type': 'manga', 'name': 'Nishi no Yoki Majo', 'url': 'https://myanimelist.net/manga/21387/Nishi_no_Yoki_Majo'}]}"
943,Yume Tsukai,,??! ?????,['Dream Users'],TV,Manga,"['Pony Canyon', 'Happinet Pictures']","['Drama', 'Fantasy', 'Magic', 'Slice of Life']",['Madhouse'],12,Finished Airing,FALSE,"{'from': '2006-04-09T00:00:00+00:00', 'to': '2006-06-25T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 4, 'year': 2006}, 'to': {'day': 25, 'month': 6, 'year': 2006}}, 'string': 'Apr 9, 2006 to Jun 25, 2006'}",24 min per ep,PG - Children,6.49,1918,5853,4666,6743,11,"When people dream, they express their utmost desires and emotions within the confines of their mind; but when their strong emotions cross the border into reality, the dream can turn into an uncontrollable nightmare. Touko and Rinko are sisters known as ""yume tsukai"" (dream users), and their job is to take care of these nightmares. Using toys as weapons, the girls must both destroy the nightmare and return the dream to its rightful owner before the nightmare does any sort of serious damage. Have no fear, Touko and Rinko are here! (Source: Anime-Planet)",,Spring 2006,Sundays at 02:30 (JST),"{'Adaptation': [{'mal_id': 5682, 'type': 'manga', 'name': 'Yume Tsukai', 'url': 'https://myanimelist.net/manga/5682/Yume_Tsukai'}]}"
944,The Third: Aoi Hitomi no Shoujo,,????????,['The Third: The Girl with the Blue Eye'],TV,Light novel,[],"['Action', 'Adventure', 'Sci-Fi', 'Seinen']",['Xebec'],24,Finished Airing,FALSE,"{'from': '2006-04-14T00:00:00+00:00', 'to': '2006-10-27T00:00:00+00:00', 'prop': {'from': {'day': 14, 'month': 4, 'year': 2006}, 'to': {'day': 27, 'month': 10, 'year': 2006}}, 'string': 'Apr 14, 2006 to Oct 27, 2006'}",23 min per ep,R - 17+ (violence & profanity),7.37,6260,2214,3146,16837,95,"In the distant future, because of an interplanetary war that had continued on for centuries, civilizations were ruined. Human beings have lost everything, and only 1/5th of the population survived. A strange breed of humans, ''The Third'' is said to have appeared just after the war. They possess a third eye, as their name suggests, that appear as oval-shaped red pupils called ""space eyes'' over their conventional two eyes. Using them, they can control computer systems and so on, and as such, rule the world by their superior power over technology. In this world, there is a young woman named Honoka; she is a ""jack-of-all-trades"" sellsword, and she accepts any job except murder. One day, she happens to find and rescue a young man named Ikus in the desert. Entering his world, and accepting a job from him, the adventure begins for Honoka and Ikus. (Source: BestAnime, modified)",,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 47675, 'type': 'manga', 'name': 'The Third', 'url': 'https://myanimelist.net/manga/47675/The_Third'}]}"
949,Top wo Nerae! Gunbuster,Gunbuster,TOKK�[??],"['Top wo Nerae!', 'Aim for the Top!']",OVA,Original,"['Studio Fantasia', 'Tohokushinsha Film Corporation']","['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",['Gainax'],6,Finished Airing,FALSE,"{'from': '1988-10-07T00:00:00+00:00', 'to': '1989-07-07T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 10, 'year': 1988}, 'to': {'day': 7, 'month': 7, 'year': 1989}}, 'string': 'Oct 7, 1988 to Jul 7, 1989'}",30 min per ep,R+ - Mild Nudity,7.93,33665,664,1218,76295,1897,"In the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. Upon doing so they discover a huge race of insectoid aliens known as ""Space Monsters."" These aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering Earth. In response, humanity develops giant fighting robots piloted by hand-picked youth from around the world. Shortly after the discovery of the aliens, Noriko Takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. There, she meets her polar opposite, the beautiful and talented Kazumi Amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions. [Written by MAL Rewrite]",,,,"{'Adaptation': [{'mal_id': 21158, 'type': 'manga', 'name': 'Comic Gunbuster', 'url': 'https://myanimelist.net/manga/21158/Comic_Gunbuster'}], 'Sequel': [{'mal_id': 1002, 'type': 'anime', 'name': 'Top wo Nerae 2! Diebuster', 'url': 'https://myanimelist.net/anime/1002/Top_wo_Nerae_2_Diebuster'}], 'Alternative version': [{'mal_id': 1911, 'type': 'anime', 'name': 'Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!', 'url': 'https://myanimelist.net/anime/1911/Top_wo_Nerae___Top_wo_Nerae_2_Gattai_Movie'}], 'Summary': [{'mal_id': 5462, 'type': 'anime', 'name': 'Top wo Nerae! Kagaku Kouza', 'url': 'https://myanimelist.net/anime/5462/Top_wo_Nerae_Kagaku_Kouza'}, {'mal_id': 24123, 'type': 'anime', 'name': 'Kaette Kita Top wo Nerae! Kagaku Kouza', 'url': 'https://myanimelist.net/anime/24123/Kaette_Kita_Top_wo_Nerae_Kagaku_Kouza'}], 'Side story': [{'mal_id': 7248, 'type': 'anime', 'name': 'Top wo Nerae! Gunbuster Specials', 'url': 'https://myanimelist.net/anime/7248/Top_wo_Nerae_Gunbuster_Specials'}]}"
950,Street Fighter Alpha: Generations,Street Fighter Alpha: Generations,??????????,['Street Fighter Zero 2'],Movie,Game,[],"['Adventure', 'Shounen']",['APPP'],1,Finished Airing,FALSE,"{'from': '2005-10-25T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': None, 'month': None, 'year': None}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Oct 25, 2005'}",42 min,PG-13 - Teens 13 or older,6.56,6462,5553,3899,10397,19,"When Ryu returns to pay homage to his deceased mentor, Gouken, he is tormented by disturbing memories of his master's killer. In a quest to become a true martial arts master, Ryu sets out to hone his street fighting skills and to deliver himself from the haunting legacy of the Dark Hadou. But the ultimate test of his new power can only be accomplished through one last fateful confrontation with his arch-nemesis, Gouki (Akuma). (Source: AniDB)",,,,"{'Prequel': [{'mal_id': 979, 'type': 'anime', 'name': 'Street Fighter Zero The Animation', 'url': 'https://myanimelist.net/anime/979/Street_Fighter_Zero_The_Animation'}]}"
951,Chibi Maruko-chan,,??,"['Petite Maruko-chan', 'Little Miss Maruko']",TV,Manga,['Fuji TV'],"['Comedy', 'Slice of Life', 'Shoujo']",['Nippon Animation'],142,Finished Airing,FALSE,"{'from': '1990-01-07T00:00:00+00:00', 'to': '1992-09-27T00:00:00+00:00', 'prop': {'from': {'day': 7, 'month': 1, 'year': 1990}, 'to': {'day': 27, 'month': 9, 'year': 1992}}, 'string': 'Jan 7, 1990 to Sep 27, 1992'}",23 min per ep,G - All Ages,7.78,2633,923,4642,6805,67,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)",,Winter 1990,Unknown,"{'Adaptation': [{'mal_id': 15530, 'type': 'manga', 'name': 'Chibi Maruko-chan', 'url': 'https://myanimelist.net/manga/15530/Chibi_Maruko-chan'}], 'Side story': [{'mal_id': 3203, 'type': 'anime', 'name': 'Chibi Maruko-chan Movie', 'url': 'https://myanimelist.net/anime/3203/Chibi_Maruko-chan_Movie'}], 'Sequel': [{'mal_id': 6149, 'type': 'anime', 'name': 'Chibi Maruko-chan (1995)', 'url': 'https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995'}, {'mal_id': 9348, 'type': 'anime', 'name': 'Chibi Maruko-chan: Watashi no Suki na Uta', 'url': 'https://myanimelist.net/anime/9348/Chibi_Maruko-chan__Watashi_no_Suki_na_Uta'}], 'Other': [{'mal_id': 30803, 'type': 'anime', 'name': 'Planetarium Chibi Maruko-chan, Hoshi ni Negai wo', 'url': 'https://myanimelist.net/anime/30803/Planetarium_Chibi_Maruko-chan_Hoshi_ni_Negai_wo'}, {'mal_id': 31202, 'type': 'anime', 'name': 'Chibi Maruko-chan Movie: Italia kara Kita Shounen', 'url': 'https://myanimelist.net/anime/31202/Chibi_Maruko-chan_Movie__Italia_kara_Kita_Shounen'}]}"
952,Magical Nyan Nyan Taruto,Magical Meow Meow Taruto,,"['Mahou Shoujo Neko Taruto', 'MNNT']",TV,Unknown,"['Bandai Visual', 'Dentsu']","['Comedy', 'Magic']","['Madhouse', 'TNK']",12,Finished Airing,FALSE,"{'from': '2001-07-05T00:00:00+00:00', 'to': '2001-09-27T00:00:00+00:00', 'prop': {'from': {'day': 5, 'month': 7, 'year': 2001}, 'to': {'day': 27, 'month': 9, 'year': 2001}}, 'string': 'Jul 5, 2001 to Sep 27, 2001'}",22 min per ep,G - All Ages,6.37,1344,6325,5365,4751,9,"Taruto is a little cat who has just moved to a new city with her master's family. Taruto spends her days making friends and exploring her new home town. She also has a knack for getting herself into trouble. And it turns out that Taruto just might be a legendary magical princess. Almost none of Taruto’s friends believe that she can use magic or that she’s a princess, but Taruto is determined to prove it to them. But Taruto's magic is so unpredictable, you never know what's going to happen when she uses it. (Source: ANN)",,Summer 2001,Unknown,"{'Adaptation': [{'mal_id': 11189, 'type': 'manga', 'name': 'Magical Nyan Nyan Taruto', 'url': 'https://myanimelist.net/manga/11189/Magical_Nyan_Nyan_Taruto'}]}"
953,Jyu Oh Sei,Jyu-Oh-Sei: Planet of the Beast King,Spring 2006,['Juuousei'],TV,Manga,"['Dentsu', 'SKY Perfect Well Think', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']","['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Shoujo']",['Bones'],11,Finished Airing,FALSE,"{'from': '2006-04-14T00:00:00+00:00', 'to': '2006-06-23T00:00:00+00:00', 'prop': {'from': {'day': 14, 'month': 4, 'year': 2006}, 'to': {'day': 23, 'month': 6, 'year': 2006}}, 'string': 'Apr 14, 2006 to Jun 23, 2006'}",22 min per ep,R - 17+ (violence & profanity),7.34,25687,2312,1572,54739,350,"After the murder of their parents, 11-year-old twin brothers Thor and Rai Klein are sent away from their home planet. They find themselves awakening on the terraformed planet of Chimaera, where carnivorous plants dominate and the few humans who live there are divided into four groups known as ""Rings."" Soon after, they meet a young man by the name of Zagi, and the twins learn that only the ""Jyu Oh Sei""—the one who conquers these four Rings—is allowed to leave the planet. Driven by the desire to return home and discover the truth behind the death of his parents, Thor resolves to survive in the harsh, merciless environment of Chimaera. However, he quickly learns there is more than meets the eye in this strange ecosystem. As Thor is swept up in the politics that entangle the Rings, he uncovers more about his parents' murder, and ultimately, humanity's fate as a whole. [Written by MAL Rewrite]",Jyu Oh Sei aired on Fuji Television's noitaminA block.,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 382, 'type': 'manga', 'name': 'Juu Ou Sei', 'url': 'https://myanimelist.net/manga/382/Juu_Ou_Sei'}]}"
956,Daikuu Maryuu Gaiking,Dino Mech Gaiking,RAY THE ANIMATION,[],TV,Original,['Dynamic Planning'],"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",['Toei Animation'],44,Finished Airing,FALSE,"{'from': '1976-04-01T00:00:00+00:00', 'to': '1977-01-27T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 4, 'year': 1976}, 'to': {'day': 27, 'month': 1, 'year': 1977}}, 'string': 'Apr 1, 1976 to Jan 27, 1977'}",23 min per ep,PG-13 - Teens 13 or older,6.89,351,4055,8152,1383,2,"Earth is still in danger: aliens from planet Zeraz are willing to invade our planet because theirs is being swallowed by a Black Hole. Led by Great Darius and his four generals, they begin seeding death and destruction. When an ESP warrior is killed by aliens, professor Hi-Tech understands the danger and builds the huge Space Dragon (Daiku Maryuu) piloted by Pete, and the gint robot Gaiking whose pilot is Sanshiro Shiwobuki, an ex-baseball player. Daiku Maryuu is a big dragon shaped spaceship and his head is the Gaiking torso. When the Gaiking enters the action, Daiku Maryuu launches other Gaiking's components and then it re-unite neck with tail, becoming unbreakable. The story chronicled the battle between the crew of the semi-transformable carrier Daikuu Maryuu and the Super Mecha Gaiking against an invading race of aliens from the planet Zela, whose home planet is facing destruction by a black hole. The robot Gaiking was piloted by a baseball star named Sanshiro Tsuwabuki (Sanshiro's name was changed to Aries Astonopolis for the English version of the show with the carrier being called the ""Great Space Dragon"", a literal translation of ""Daikuu Maryuu"". Gaiking was notable for being one of the few super robot series to take place in real places outside of Japan, and for being the first Super Robot series to have a mobile carrier for the chief robots. (Source: ANN)",,Spring 1976,Unknown,"{'Adaptation': [{'mal_id': 25450, 'type': 'manga', 'name': 'Daikuu Maryuu Gaiking', 'url': 'https://myanimelist.net/manga/25450/Daikuu_Maryuu_Gaiking'}], 'Alternative version': [{'mal_id': 1845, 'type': 'anime', 'name': 'Gaiking: Legend of Daiku-Maryu', 'url': 'https://myanimelist.net/anime/1845/Gaiking__Legend_of_Daiku-Maryu'}], 'Other': [{'mal_id': 10954, 'type': 'anime', 'name': 'Toei Robot Girls', 'url': 'https://myanimelist.net/anime/10954/Toei_Robot_Girls'}, {'mal_id': 19799, 'type': 'anime', 'name': 'Robot Girls Z', 'url': 'https://myanimelist.net/anime/19799/Robot_Girls_Z'}]}"
957,Saiunkoku Monogatari,The Story of Saiunkoku,????????? ??????????????!?,"['The Tale of Saiun Country', 'Story of the Land of Many-Colored Clouds', 'Kokumono', 'Saimono', 'ColourCloud Palace']",TV,Light novel,"['NHK', 'Sogo Vision']","['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']",['Madhouse'],39,Finished Airing,FALSE,"{'from': '2006-04-08T00:00:00+00:00', 'to': '2007-02-24T00:00:00+00:00', 'prop': {'from': {'day': 8, 'month': 4, 'year': 2006}, 'to': {'day': 24, 'month': 2, 'year': 2007}}, 'string': 'Apr 8, 2006 to Feb 24, 2007'}",25 min per ep,PG-13 - Teens 13 or older,8.03,24414,532,1393,65320,1094,"Most people think being born into a noble family means a life of comfort and wealth. That couldn't be further from the truth for Shuurei Kou. Despite the Kou family being an old and important bloodline, they've fallen on hard times. Shuurei's father works as an archivist in the Imperial library, which is a prestigious position, but unfortunately not one that pays much. To put food on the table, Shuurei works odd jobs such as teaching young children or playing live music in a restaurant―and even then, it's barely enough. Then, one day, a court advisor makes Shuurei an offer. If she becomes the concubine of the new, but lazy, emperor and teaches him how to become a good ruler, then she will receive 500 pieces of gold. Never one to turn down good money, Shuurei accepts the proposition. After all, the new emperor only prefers men so her virtue is safe… or so she thinks. The more time she spends in the palace, the more her old dream of becoming a court official is reignited. There's only one problem: she's a woman and women do not become government officials. Shuurei may be able to turn the emperor into a good ruler, but will it be at the expense of her own aspirations?",,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 13495, 'type': 'manga', 'name': 'Saiunkoku Monogatari', 'url': 'https://myanimelist.net/manga/13495/Saiunkoku_Monogatari'}], 'Sequel': [{'mal_id': 1914, 'type': 'anime', 'name': 'Saiunkoku Monogatari 2nd Season', 'url': 'https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season'}], 'Summary': [{'mal_id': 2193, 'type': 'anime', 'name': 'Saiunkoku Monogatari Recaps', 'url': 'https://myanimelist.net/anime/2193/Saiunkoku_Monogatari_Recaps'}]}"
958,HeatGuy J,HeatGuy J,?????????????????Z,"['Habitat Ground Jewdo', 'Heat Guy Jay', 'HeatGuy-J']",TV,Original,"['Bandai Visual', 'TBS']","['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",['Satelight'],25,Finished Airing,FALSE,"{'from': '2002-10-01T00:00:00+00:00', 'to': '2003-03-25T00:00:00+00:00', 'prop': {'from': {'day': 1, 'month': 10, 'year': 2002}, 'to': {'day': 25, 'month': 3, 'year': 2003}}, 'string': 'Oct 1, 2002 to Mar 25, 2003'}",24 min per ep,PG-13 - Teens 13 or older,7.27,4821,2576,3539,13190,57,"In the city of Judoh, Claire Leonelli has inherited leadership of the Mafia group ""Vampire"" following the death of his father. To keep Claire's and other criminal activities in check, the city's Bureau of Urban Safety has Special Services Division operative Daisuke Aurora and the super android codenamed ""J"" (whose identity is apparently kept in secrecy, as androids are banned in the city). With both of them around, crime now has little room to breathe in Judoh. (Source: ANN)",,Fall 2002,Unknown,"{'Adaptation': [{'mal_id': 360, 'type': 'manga', 'name': 'Heat Guy J', 'url': 'https://myanimelist.net/manga/360/Heat_Guy_J'}], 'Side story': [{'mal_id': 1774, 'type': 'anime', 'name': 'HeatGuy J Special', 'url': 'https://myanimelist.net/anime/1774/HeatGuy_J_Special'}]}"
